Gata2,Gata1,Fog1,EKLF,Fli1,SCL,Cebpa,Pu.1,cJun,EgrNab,Gfi1,labels
0.4459694,1.3030427,8.893133,-9.250212,-8.148114,-10.098273,6.9908223,5.813013,7.5124083,10.190458,6.0549197,blobs
1.3321627,3.8348136,2.1921322,0.20024356,-1.1291293,2.8604014,-1.0003304,7.175197,9.522798,-2.178068,6.01635,blobs
1.1693532,4.354221,1.587704,1.0885757,-1.3277559,2.2899947,-0.63681704,6.792205,8.977877,-1.8451844,5.2378716,blobs
-0.16331162,1.1336184,8.025796,-8.604746,-7.4036875,-10.458342,6.497896,5.5404453,7.1473336,10.265946,6.543557,blobs
1.190519,1.90448,8.78401,-8.844177,-8.037915,-10.458986,7.20442,5.0134635,8.067311,9.255594,7.0997286,blobs
1.6420962,1.1662709,8.79674,-8.716429,-8.8066225,-9.2507715,7.477021,6.095701,8.204765,9.643875,5.9818926,blobs
-0.106553584,1.8299154,8.754298,-8.457609,-8.972767,-10.129273,6.273853,5.3256297,7.4406276,10.220207,6.248213,blobs
0.51430845,1.5777193,8.596637,-8.293046,-7.3424673,-8.886307,6.163583,5.3533516,7.6151,9.040703,6.1787624,blobs
0.65160114,4.2920756,2.5948648,-0.1044442,-1.3384658,2.6450262,-2.1905487,6.8626084,8.816863,-2.2214148,6.031032,blobs
0.5342627,4.9208593,2.7801912,0.4569401,-1.6494449,2.5285444,-2.090947,7.9869657,9.640053,-1.3252375,5.385796,blobs
1.0269736,5.38937,2.3863046,0.94795424,-1.2573234,2.9609706,-0.15280677,8.327278,9.230448,-2.205004,5.639102,blobs
1.1827055,4.204588,2.1023636,0.3238582,-1.7059611,3.1958635,-0.8020188,7.6243024,9.325612,-2.217143,5.9352407,blobs
-0.321241,1.0118119,8.815384,-8.154185,-8.682865,-9.376449,6.96482,6.000108,7.590586,9.090641,5.9305058,blobs
-0.037626617,1.2966084,8.938751,-8.943154,-8.263728,-9.368426,6.927302,5.304147,6.194062,9.348871,7.017909,blobs
1.7333611,4.4192967,1.5055017,0.9411644,-1.5032518,3.0376942,-1.7373661,7.07396,9.354437,-2.3363154,5.8355384,blobs
0.7270659,1.4732835,7.852494,-8.737231,-8.236575,-9.208874,6.717888,6.3967147,7.7124667,9.5996475,6.209371,blobs
0.7358474,4.65558,2.51984,1.0832499,-2.0218153,3.239698,-0.90380746,7.9727836,8.971445,-1.9767399,6.04591,blobs
0.10509198,3.652166,2.3578277,1.3454417,-1.5928583,3.120263,-1.136334,8.000272,9.916247,-3.0846689,6.172731,blobs
1.2559196,3.7719395,1.8397193,1.1840394,-1.1881255,3.571474,-1.4819763,7.405383,9.702807,-2.735983,6.271157,blobs
0.6340693,3.9481444,2.6192458,0.95007753,-2.0235326,2.7505715,-1.6880343,7.6854568,9.71101,-2.2050343,6.977301,blobs
0.15707153,1.5912014,8.374482,-8.647856,-8.650557,-8.779742,6.5143843,4.3875585,7.0116262,8.908177,5.2825727,blobs
0.4975195,1.655179,8.886909,-9.120268,-8.114035,-10.016945,6.4290752,5.204834,8.157838,9.39084,5.335552,blobs
1.0192461,4.6797605,2.3367624,0.30017024,-1.7771088,3.044284,-1.4522631,8.72279,9.076678,-2.412279,6.219216,blobs
0.18480088,4.608977,1.4608378,0.64425546,-1.8250611,2.8915987,-2.2163956,7.929849,9.535201,-2.2869587,5.6790576,blobs
0.2968918,1.338747,8.509564,-8.2371855,-9.337549,-9.694312,6.0361304,6.4090548,7.665887,9.748351,7.069217,blobs
0.15228423,2.1241848,8.696658,-8.188411,-7.853621,-9.39801,6.1842527,5.200775,7.3838425,9.33656,6.2650557,blobs
0.4171141,4.2382603,2.6218076,-0.07823839,-1.8568499,2.347981,-0.855777,7.5583053,9.037936,-2.4396443,6.0571976,blobs
0.84173864,1.2495806,8.266191,-9.376199,-7.7482276,-9.570789,5.8514724,4.6539297,8.286071,10.110168,6.174873,blobs
0.741838,3.2030666,2.1549177,0.8723619,-1.7856635,2.4284673,-1.4678506,7.9261293,9.021847,-1.1249428,5.3542485,blobs
1.4220277,4.696065,2.6284835,0.9336563,-1.4227874,2.158448,-1.0895913,8.141801,8.981649,-2.0091689,4.926556,blobs
-0.06594599,4.3003187,3.010213,0.69343597,-0.9746268,2.8848248,-1.4595051,7.709632,8.979804,-2.6441987,5.1694036,blobs
1.0820186,3.9513266,2.3952549,0.54950035,-1.6721026,3.5817735,-1.2988966,7.4338894,9.041086,-1.8202744,5.5582304,blobs
1.413738,1.682525,8.129,-8.451727,-9.128328,-10.020054,7.0272717,5.093398,7.0932136,9.684475,4.5144396,blobs
0.75736004,4.054771,3.0200336,1.372374,-1.4831284,2.3051646,-0.8260743,7.3353524,8.50087,-1.7371547,5.992972,blobs
0.9099861,4.1592846,1.0559478,0.32466346,-1.503371,3.3301609,-0.9826666,7.771339,9.137369,-2.2225797,5.873606,blobs
1.2233039,1.7826087,7.9962263,-9.270139,-8.28595,-9.390731,7.013823,5.4821644,7.3438454,8.892098,6.8311634,blobs
0.50998497,3.7975588,2.6805525,0.7803946,-1.9585818,2.4000795,-1.1774222,7.829892,9.945292,-2.0811613,5.118602,blobs
1.1246367,4.7187805,1.8072164,0.86026114,-1.5207881,3.702512,-0.90304124,8.233796,8.944292,-1.8467283,5.9472914,blobs
0.19687891,1.0204877,9.054307,-7.9116206,-8.464051,-9.383181,5.711655,5.6622987,7.995232,9.835757,6.033702,blobs
0.6617797,4.838824,1.7447262,1.7649498,-2.0760486,3.2041888,-1.6788635,7.5806623,9.822546,-2.3947031,6.2412267,blobs
0.864557,5.5359483,2.1521833,1.4636662,-1.8073945,2.2364118,-1.644134,7.701455,9.024951,-1.6629765,5.7744803,blobs
-0.10240811,4.6288295,2.965737,0.5075237,-0.79988617,2.7894473,-1.1015201,8.37064,8.913255,-1.7099227,5.227392,blobs
0.29950354,1.2831391,8.837584,-8.540158,-8.068856,-9.520609,5.918772,6.261166,7.988169,9.004285,6.2358217,blobs
0.91718805,3.9636981,2.388459,0.66730374,-2.1940331,2.2445235,-0.9013692,7.7556734,9.206405,-1.7922977,5.2710876,blobs
1.0495353,1.5111305,9.0154,-8.336939,-8.367124,-9.715775,6.538187,5.8920293,7.412429,9.563997,6.023394,blobs
1.0249702,4.5033107,0.6689711,1.8756198,-1.3318573,2.591678,-1.4437325,8.082331,9.215203,-3.3465118,6.8667474,blobs
0.5726985,1.1004215,7.9673223,-8.75238,-9.180118,-10.895093,6.7515078,5.321045,7.5037575,9.949861,6.6628814,blobs
0.9570317,4.5059447,2.3074393,0.3256733,-1.886691,2.3026092,-1.5017091,8.241627,9.5463915,-2.8802185,6.0906343,blobs
1.3039019,4.623853,1.2467895,0.8855006,-1.8959194,3.0578446,-1.297331,8.290549,9.431865,-1.9380057,5.601291,blobs
0.23238364,1.1072454,8.67631,-8.108985,-7.9214106,-9.90577,6.708822,5.256533,8.191379,9.380148,5.949484,blobs
1.0494223,4.5531507,1.6863016,0.29579607,-1.3183823,3.261823,-1.2233272,8.509478,9.727104,-0.9908842,5.7340965,blobs
0.10818624,0.83482915,8.613781,-8.575713,-8.600939,-9.603423,6.5700245,5.7493773,7.621133,9.030887,6.3310246,blobs
0.7025923,4.0283875,2.4512882,0.9697169,-1.410175,2.9738185,-1.5861074,7.150174,9.428537,-2.584688,4.8291097,blobs
1.3656424,2.130988,7.7803316,-9.136554,-8.562996,-8.83309,6.5610404,5.2771745,7.383246,9.460296,5.905182,blobs
1.1782181,5.2721434,1.3293147,1.088765,-1.4243608,3.4986491,-0.7528012,7.7421055,8.430997,-1.9278878,5.4169044,blobs
1.6022711,3.731441,2.009634,0.6968783,-1.2458974,2.4139273,-1.5862017,7.6288514,9.349899,-1.9841052,5.670137,blobs
0.96964496,4.390974,0.9584258,0.80909497,-1.9722686,2.4575691,-0.78728837,7.2876244,8.726807,-2.496675,6.059645,blobs
0.21723823,0.18523565,8.820519,-8.510232,-8.001143,-10.196192,6.3541894,5.8607025,7.5171967,10.122683,6.195539,blobs
-0.058862638,2.4143896,7.404454,-8.7504225,-7.5239987,-8.610487,6.189851,5.560099,6.906097,10.316752,6.123377,blobs
0.7366225,2.0875628,8.7954645,-7.9245043,-8.190764,-10.078777,6.8322797,5.6432743,7.50383,9.997186,5.622686,blobs
0.30053198,1.2990909,8.443884,-9.43205,-8.8859625,-10.754945,6.694566,5.4142985,7.2307267,9.555165,6.242806,blobs
1.0291301,4.3176684,1.8424964,1.6086514,-1.2987224,2.653547,-1.3022577,7.465027,8.96911,-2.6515324,5.267345,blobs
0.38970837,5.275598,1.848458,0.5239363,-0.565433,3.6581397,-0.31447628,8.288483,8.842643,-1.3761371,5.700499,blobs
1.0516192,4.6515465,2.0582368,0.37321347,-1.0733016,2.4951615,-1.5113775,7.92651,9.746024,-2.4318619,6.589763,blobs
0.06281248,1.022793,8.733931,-8.814858,-7.5006943,-8.949596,6.744922,5.5993524,7.3097606,9.734274,6.2181935,blobs
0.040141076,0.35128137,7.2932005,-8.653561,-7.6818385,-9.502971,6.9816275,5.538367,7.5189424,8.816577,6.9493566,blobs
0.6040379,1.181019,7.513944,-9.022389,-8.148781,-10.418429,6.773842,5.3627176,6.889463,9.337355,6.347562,blobs
1.0865239,3.7888198,1.8802959,1.4478059,-0.87789303,4.265994,-1.2852181,7.5061836,9.016138,-2.8401906,5.795573,blobs
0.3103654,0.9824259,8.56203,-9.233404,-8.801971,-10.427642,6.302257,5.5251713,7.980198,9.154115,6.7742233,blobs
0.34604618,1.9639535,9.238372,-8.59362,-7.415685,-9.583525,6.4350014,5.595528,7.872673,8.765137,5.8788714,blobs
1.0890744,4.5286436,2.0216298,0.23846573,-1.7122561,2.4450743,-1.7146262,7.2039256,9.499499,-2.2822216,5.610418,blobs
0.3455242,4.5607896,2.5990407,1.267316,-1.2173265,1.9807255,-1.698199,8.0765,9.245811,-2.0698907,5.201329,blobs
0.9454511,3.5874195,2.0990334,1.367037,-1.2233481,2.3937972,-1.678387,7.999611,9.072606,-2.4894972,6.132954,blobs
0.03640133,1.5518155,8.757059,-8.169121,-8.436147,-9.552063,7.266648,5.213151,7.381121,10.57538,6.135195,blobs
0.55670536,4.798848,1.3728884,0.8867287,-1.6625077,2.2592947,-1.1534045,8.686745,9.307073,-2.5626805,6.058013,blobs
0.5715918,1.5221051,9.315687,-9.480484,-8.884948,-9.602149,7.0025754,5.455498,7.851787,8.068648,4.817938,blobs
1.3455702,1.2684156,8.423541,-9.6789055,-7.89277,-9.045353,6.481213,5.407983,7.8067613,9.204218,5.592009,blobs
0.8022891,3.6270928,1.5389459,0.6792895,-2.3483868,2.7148464,-1.5158908,7.8481627,9.8503475,-2.2449174,5.8450317,blobs
1.7233096,4.201208,2.2118013,0.4706158,-2.8033988,3.2446916,-0.81603765,7.4643774,10.408133,-3.0583525,5.85738,blobs
1.3518199,4.4539294,3.1105719,1.6042064,-0.77341384,3.3265808,-0.924948,7.244644,9.10571,-1.4178054,5.1064186,blobs
0.80071205,0.946009,7.3696246,-8.425921,-8.138165,-9.12996,7.021544,5.5494432,7.782668,9.156504,5.277743,blobs
0.94922787,1.6956112,9.229325,-8.73256,-8.073459,-8.961555,6.6851234,5.9804196,6.8424172,9.996196,6.102457,blobs
0.5876963,4.9267607,1.3369472,1.146991,-1.8057477,2.7411988,-0.8767803,8.257455,9.444743,-3.2677295,6.619983,blobs
0.500459,1.2320158,8.408051,-8.916646,-8.5155,-9.967014,6.7854495,5.597914,7.1572227,9.834611,6.2197065,blobs
1.3649086,4.1582665,2.3323314,0.56260073,-1.5570853,2.562362,-0.8884217,7.7112503,8.907819,-3.1520212,5.972334,blobs
0.12605293,0.87412685,9.551047,-8.0109825,-7.903154,-9.664955,7.114407,4.9265184,8.166127,9.554481,6.378602,blobs
0.41745725,1.1591759,8.179899,-8.637423,-8.465616,-9.700944,7.958297,5.154587,7.5150895,9.64001,6.990826,blobs
-0.22752681,1.8348145,8.561256,-9.334611,-7.970706,-9.0939045,6.6219015,5.7167177,8.3114395,9.269658,6.897179,blobs
0.724442,0.89520764,9.295513,-7.9985037,-8.665794,-9.954737,6.335709,5.8559546,7.7392874,9.866882,6.339351,blobs
0.6762834,1.8457031,7.652608,-9.107758,-8.185682,-9.152151,6.717659,4.7308483,6.988436,9.175014,6.177667,blobs
0.1280845,1.1675035,9.216819,-7.464292,-8.352223,-9.119399,6.7375016,6.0330772,7.666324,8.952979,6.6278872,blobs
0.9726522,1.4389788,7.855736,-8.046143,-8.067984,-10.18494,7.0318947,5.839625,7.6687603,9.428949,6.800374,blobs
0.5794536,1.6880879,8.286973,-8.852509,-8.631345,-9.458681,6.5475116,5.4433427,8.110357,9.219993,6.350854,blobs
0.5797114,3.1594772,2.1810098,-0.11053965,-1.7966313,2.780047,-1.6031197,8.704896,9.7704525,-1.6716012,5.3932915,blobs
1.1514031,3.6556072,2.0087554,-0.2592229,-1.9481899,2.1464214,-1.4491377,7.6278443,8.936423,-1.9322131,5.391061,blobs
1.330775,1.0631243,8.571468,-9.185905,-6.957078,-9.684942,7.0672116,5.7698274,7.1083035,8.906917,6.061243,blobs
0.72660124,1.5424335,8.327715,-8.334886,-8.111353,-9.891586,7.743196,5.7829103,7.234651,9.286508,6.4978757,blobs
1.6785429,4.3770075,1.3146446,0.2613846,-0.76752436,2.332302,-0.86600703,7.7012734,9.188376,-2.398236,6.4451933,blobs
0.6905309,4.636582,2.0570757,1.6709995,-1.419701,1.9792259,-0.70408815,7.794686,8.996724,-1.7196872,5.6688466,blobs
0.3169346,0.5647937,7.7989573,-8.825055,-7.9426084,-9.274739,6.5320535,5.872346,7.4383745,9.441622,6.410537,blobs
0.60241824,1.0285693,9.646962,-8.901076,-8.1642275,-9.735789,7.095726,5.5650897,6.6693573,9.671804,6.203159,blobs
1.3664424,0.9544902,8.818607,-7.6574287,-8.121868,-9.027409,5.783231,5.9167023,7.4154363,9.954867,6.417004,blobs
0.7520376,4.3695745,1.3524874,0.7227726,-0.515168,3.1705756,-1.0686312,7.044213,10.395056,-3.042567,6.7956634,blobs
0.6332192,3.507682,2.0723624,0.50692135,-1.227974,2.664844,-1.5924789,7.7304597,9.799332,-1.8772175,5.2878876,blobs
1.3774983,4.7774134,1.9777625,1.2047033,-1.0658007,3.106095,-1.7979562,7.984579,9.936448,-2.6784534,5.7596836,blobs
0.6809633,1.0476277,9.208016,-7.1663938,-7.7406354,-9.999956,6.107333,5.407801,7.3186116,9.342196,5.3161006,blobs
1.6737155,1.3806559,8.806198,-8.03616,-8.304087,-9.146921,7.2796993,5.5693436,8.821127,8.698742,5.596816,blobs
-0.30087748,0.96932644,8.998746,-9.134745,-7.0646033,-10.185104,6.666958,5.842909,7.8407617,9.929971,5.7521324,blobs
1.1631286,0.33336303,8.81147,-9.232184,-8.30908,-9.761477,7.1044197,7.0413346,6.6078634,9.820915,6.616003,blobs
-0.341885,1.2551769,8.397101,-8.485789,-8.005525,-8.640461,6.9292874,5.2693944,8.029218,9.143033,6.201265,blobs
1.4674336,4.82251,2.1348634,0.40361533,-1.7795744,1.9087414,-1.7048166,7.7462316,9.467756,-2.5008967,5.806011,blobs
-0.119037785,1.6260856,8.795916,-8.8545065,-8.85428,-10.541682,6.936426,6.8613825,7.6024046,9.876528,6.056452,blobs
0.7151479,2.142515,8.048643,-8.039993,-8.470524,-9.763158,6.5782504,4.885843,7.082821,9.504431,5.684786,blobs
-0.6146097,1.8192466,7.9695835,-8.487508,-7.3330145,-9.396158,7.0983787,6.1788855,7.388536,9.198266,6.057569,blobs
1.1675692,3.860335,2.4944193,0.9408899,-1.4030508,2.4087427,-1.5755409,7.939069,9.565041,-0.8666215,5.94593,blobs
0.68844384,0.94748443,8.735148,-9.151118,-8.206284,-9.730089,6.8671703,4.8857045,7.1396933,10.513949,5.915748,blobs
2.1563845,4.58156,2.2750287,1.0507998,-1.0273291,2.4348507,-0.16824922,7.7853093,8.9215555,-2.1798892,6.38067,blobs
1.7178344,4.278746,1.6334597,1.2226846,-1.7089889,3.037223,-1.306367,6.8637314,9.527405,-2.0394857,6.297803,blobs
0.7781774,4.6793,1.6057111,1.3164376,-0.5464636,3.154277,-1.5118016,7.567325,9.878174,-2.8944643,5.357599,blobs
0.9566287,3.7197406,2.3169057,0.8118905,-1.1410087,3.3296344,-0.1666378,8.503724,9.088664,-2.4508593,6.3843307,blobs
1.5659801,4.7221055,2.1246402,0.26050398,-2.2280693,2.764348,-2.1052134,8.038,8.567843,-2.2487133,5.690435,blobs
0.6895549,1.7120391,9.161833,-8.688573,-8.43538,-9.129427,6.0659113,5.9980845,7.576009,9.839737,6.27534,blobs
1.2599152,4.1924496,1.8785516,0.08942656,-1.6728227,2.537136,-0.8192938,8.406011,10.006544,-1.9048936,5.535174,blobs
0.6109312,4.111347,2.1024432,0.8765779,-1.6703476,2.887069,-1.3019084,7.475658,8.866758,-2.1939116,5.3890433,blobs
-0.39133108,1.8118397,9.329674,-8.3148155,-8.049432,-9.378591,6.613593,5.7877197,7.334592,9.196899,6.6219974,blobs
0.17243178,4.531869,1.5828325,1.1830579,-0.75550586,2.9176736,-1.0611782,8.0402355,8.873459,-1.5753499,6.687735,blobs
2.8771002,5.461373,2.1251807,1.7670922,-1.5495957,2.891313,-2.2230418,7.355407,8.881506,-2.27741,5.841493,blobs
1.1795394,0.98796004,8.36301,-9.070396,-8.918326,-9.513953,6.3399134,5.192279,7.468354,9.042643,5.942684,blobs
-0.14152868,1.7615417,8.510267,-8.627749,-8.305349,-9.397914,6.6257753,5.1763854,6.69065,9.7240925,5.224068,blobs
0.1883314,1.2121806,8.622101,-8.361787,-7.994962,-9.832527,5.972737,4.433147,6.9535027,9.244009,5.6366763,blobs
0.05074362,-0.018572541,8.84181,-7.507576,-8.482853,-9.363078,6.4585247,5.259767,8.168523,9.657946,5.989953,blobs
1.3856897,4.3740354,2.3801823,1.1150581,-1.6293843,2.8308787,-0.31970465,8.042797,9.2089615,-2.1034596,5.945954,blobs
1.0220311,4.8305073,1.7735637,1.4050325,-0.8067522,3.4130437,-0.43504003,8.481783,10.030696,-1.5290065,5.9385357,blobs
0.46785414,1.0416778,9.034455,-8.593046,-8.437397,-9.7271,6.916779,5.654594,7.738659,8.659194,6.5483613,blobs
1.1718453,1.868905,8.358497,-8.295425,-9.322037,-9.498098,6.832898,5.6391225,7.2891064,10.224753,5.9365525,blobs
1.0854686,4.131689,1.9289122,0.4632324,-1.1987087,2.6518853,-1.726385,7.9183917,9.937826,-2.355342,5.5304503,blobs
0.47744134,1.4121673,8.0301285,-8.946595,-8.133972,-9.828712,6.3687644,5.354749,7.491644,9.152658,6.814882,blobs
0.43619338,0.76113224,8.472415,-8.168343,-8.342789,-10.421147,6.5480843,5.2076616,7.4264164,10.055047,5.633067,blobs
0.88149726,4.5178013,2.3337517,0.029542757,-1.715296,2.463366,-1.320841,7.5672936,9.351789,-2.8213992,5.550617,blobs
0.1487954,0.7104923,9.111027,-8.747603,-7.83644,-9.323946,6.170903,4.762657,8.278912,9.919165,6.7159114,blobs
-0.45164153,1.4041744,8.711917,-9.176366,-8.290213,-10.354,7.086335,5.9151525,7.3931613,8.296699,5.953619,blobs
1.3852966,0.7974708,8.331891,-8.754125,-8.592793,-10.073922,6.9513664,5.334748,7.705791,9.34214,5.352162,blobs
1.3887624,0.92928714,7.8706813,-8.369208,-7.9786706,-9.227427,6.4593954,5.5576777,7.0348396,8.917268,6.5227365,blobs
1.2085912,4.735848,1.3020359,0.8961813,-2.4154258,2.9826286,-2.2898731,7.4945874,8.967722,-2.6855946,6.5602646,blobs
1.0566007,3.8274648,2.8595285,0.6168743,-1.4232687,3.0717485,-1.1686306,6.8561854,8.550045,-2.5573447,5.9942164,blobs
0.8356245,1.1159185,8.663574,-7.352781,-9.194231,-9.629686,6.6810102,5.565346,7.3675632,9.689285,5.4135714,blobs
1.8537631,4.2372932,1.6724164,1.1755571,-1.5217294,3.277899,-2.1603842,7.987262,9.659602,-3.1619687,6.0585985,blobs
1.2264392,0.9488176,8.428307,-8.881295,-7.6317677,-10.267065,6.8600225,6.16157,8.1040945,9.66081,6.8473372,blobs
1.6249411,4.804453,2.3538737,0.49002582,-0.626297,3.0255024,-1.7514385,7.7440076,9.721379,-2.3273609,6.277933,blobs
1.0212904,1.5593916,8.993413,-8.619143,-7.934993,-9.393296,6.6417556,4.3440685,7.3173876,10.033545,5.5804267,blobs
0.36558098,1.0605179,9.200426,-8.372273,-7.743533,-10.008062,6.7809525,5.20829,7.3242416,9.2609215,5.913122,blobs
0.39404586,3.6645305,1.5328593,1.2926161,-0.9757627,2.5693457,-1.1445887,8.215038,9.323537,-2.808641,5.0993,blobs
1.2973756,4.433186,2.575387,0.8043182,-2.0987246,3.490159,-1.2576393,8.477187,9.572228,-1.2368603,5.724614,blobs
0.38294244,1.5056902,8.336372,-9.25367,-8.3039255,-9.410804,6.456004,5.638763,8.872735,10.386776,5.809962,blobs
-0.2074289,1.7905566,8.653756,-9.063835,-8.266601,-9.69765,6.178527,5.2934175,6.7720995,8.536605,6.0587897,blobs
0.4907178,4.461196,2.4660604,0.90031,-1.1266216,2.9570124,-1.4458703,7.2557497,9.230289,-2.234023,6.272417,blobs
0.5001446,1.384072,7.798095,-8.402812,-8.404493,-10.073788,5.9795103,5.541886,7.810494,9.817864,5.3941503,blobs
1.2130142,5.2314105,2.7630956,0.7462906,-1.0320643,3.2108076,-0.68006176,8.171268,8.786172,-3.141012,6.1208143,blobs
0.69408554,1.8644608,9.092875,-7.5423737,-9.033282,-9.305985,5.8873286,5.0925074,8.174126,9.492924,5.726109,blobs
0.3156243,2.280024,8.093897,-9.258858,-8.534161,-9.518264,6.213466,5.2858734,6.7622986,9.148729,6.1529164,blobs
1.45907,1.8104473,8.502717,-9.104482,-8.12983,-10.189178,6.9820757,5.4063134,8.009091,9.028634,5.9574018,blobs
1.6766146,3.9779592,2.3076754,1.5492542,-1.4626359,2.8466582,-1.9026375,7.2342224,9.481305,-2.4316235,5.8957663,blobs
0.50479496,1.8089887,7.781332,-8.478573,-7.120086,-9.346626,6.276469,5.075337,6.61331,9.794186,6.4136972,blobs
0.5386927,4.007027,2.3862703,0.72722644,-2.2868912,2.8096159,-1.6403664,8.201107,9.101638,-2.2957826,5.6317644,blobs
0.061255805,3.9558697,2.1786506,1.6606424,-1.9132899,3.3589106,-1.8745525,7.5423,9.044435,-2.1452641,6.0631557,blobs
0.5511989,1.471831,9.55388,-8.455522,-7.366041,-9.602377,7.0363827,5.3853893,7.418349,9.214046,6.3295426,blobs
0.73946804,4.4556155,2.572246,1.852335,-0.69496745,3.3682938,-2.0012114,7.490936,8.999211,-1.5045947,5.484842,blobs
1.1852022,1.1645122,8.432318,-8.000309,-8.511261,-9.665874,6.969567,6.0984383,7.5116982,8.126107,6.1528544,blobs
0.83161354,0.27905843,8.666194,-8.485222,-8.383603,-10.277404,6.2231317,5.1598544,6.813181,9.098344,6.700734,blobs
0.06631183,1.4142514,8.055992,-9.313462,-7.969175,-9.56298,6.2656407,5.760609,7.148298,10.462147,5.967885,blobs
1.5728906,4.8282275,2.339573,1.3332958,-1.1966186,3.504913,-0.9826901,7.9114103,8.984642,-3.117045,5.8205767,blobs
0.6054167,1.7479434,8.992767,-9.030591,-7.9225225,-8.712067,6.5656867,5.56879,6.937512,9.0414295,5.9889383,blobs
1.5991665,0.90116066,8.569268,-8.64799,-7.574651,-9.726451,6.0092764,4.7358065,7.4188595,10.207518,5.911533,blobs
1.4642888,3.5253203,1.3903216,0.7199163,-2.1256177,3.6610818,-1.4533651,8.526551,10.016646,-2.30978,6.0854006,blobs
0.4153048,1.7068212,8.279699,-9.048738,-7.6512446,-9.6609125,6.7585516,6.163779,7.0005274,9.673801,5.7755136,blobs
0.75887877,1.2145351,8.822844,-8.980899,-8.718398,-8.708604,6.666775,5.839617,6.851032,9.383735,6.324256,blobs
1.9275792,3.9159553,1.9612226,0.3797898,-0.93798923,1.7652988,-2.380086,8.02297,9.232083,-2.570981,5.6839533,blobs
0.7586933,5.2284193,2.3914149,1.1013945,-1.911862,3.187507,-1.5854222,7.851375,8.955332,-1.992953,6.122796,blobs
1.2479968,4.3737817,1.8832448,0.6363744,-1.6804699,2.6933637,-1.0027703,8.268223,9.910277,-2.730021,6.0691867,blobs
1.5281171,4.5040526,1.6264162,0.965391,-1.5043211,3.8475554,-2.0614166,7.768049,8.981209,-2.163617,4.6157184,blobs
1.2070045,4.2805467,1.8384904,0.9166617,-0.6698783,2.533908,-0.8647606,7.3224564,9.043442,-2.3293781,5.9976883,blobs
0.52651703,1.2697341,7.512299,-8.668465,-8.678661,-9.682939,6.5427747,5.3399024,7.8696623,9.795894,6.5467486,blobs
0.47684568,3.933719,1.7725186,1.1356794,-2.6059382,3.5771577,-1.3679041,7.7120633,8.733583,-2.3882823,5.8411207,blobs
0.7453346,1.4829338,7.9711957,-9.414885,-7.742688,-9.793408,6.2700057,5.8451357,7.0932784,9.925185,6.1037073,blobs
0.5778824,5.077821,2.024396,0.67424554,-1.6187819,3.3301914,-1.9046806,8.542897,9.351493,-2.4393415,6.055924,blobs
1.516798,5.0899525,1.8840214,0.39794865,-1.1299639,2.5682747,-1.226258,7.6767287,8.822219,-2.1706698,5.1384926,blobs
0.6723361,4.8277807,2.038354,0.9611756,-2.5515199,2.2895422,-0.7784486,7.4685516,9.007036,-2.4701395,6.516372,blobs
0.892163,4.4927425,2.7174468,0.81156325,-1.1617281,3.4701715,-1.7556688,7.534294,9.733959,-2.1007624,6.296399,blobs
1.038131,4.238734,2.1022441,1.3691868,-2.8967426,2.6332262,-1.1133035,7.6020374,8.564802,-1.8966879,5.9729366,blobs
0.053004086,4.6058555,1.2404758,-0.16292456,-2.4463272,3.9012642,-1.3463727,7.8787518,9.9828825,-1.8640797,5.138748,blobs
-0.5502267,1.1390898,8.176921,-8.503197,-9.227681,-10.140886,7.153357,5.6515813,6.8562355,9.445758,6.5323076,blobs
-0.5210363,4.744256,2.9593334,1.1159829,-1.4305395,3.2661016,-1.079143,8.16135,9.273991,-2.7145221,5.3323393,blobs
0.57806885,1.3297888,8.353258,-8.668242,-8.363224,-9.46189,5.8264885,5.806424,8.2488785,10.108617,5.5102224,blobs
0.70391387,2.2363505,8.302732,-8.839208,-8.719135,-10.095271,6.839871,5.2109647,7.937595,9.258718,6.7501693,blobs
0.28444174,0.38680315,8.341437,-8.756606,-7.890741,-8.934523,6.0431113,5.96398,6.915875,10.147036,5.7647734,blobs
2.0510573,4.2586656,2.421097,0.8649195,-1.3528194,3.2495112,-1.800564,7.819992,10.062688,-2.72892,5.551281,blobs
0.08889767,4.0671067,1.9534822,1.172592,-1.5264541,2.1467383,-0.81718177,7.776167,9.517441,-1.8482015,6.545803,blobs
0.33355105,1.5658824,8.712253,-9.038538,-7.344471,-9.49574,7.1230707,6.238847,7.031164,9.116483,6.544125,blobs
0.8224244,4.438299,2.3177264,1.5313694,-1.2771549,2.8868556,-0.6186722,8.187515,8.525415,-1.0679855,6.7194614,blobs
1.1275238,1.0418118,8.399027,-8.605225,-8.502932,-10.718627,6.2531414,5.158438,7.5204587,9.791215,6.134253,blobs
0.87798184,1.4657947,8.183104,-8.565075,-8.456445,-9.48997,6.5512,5.252171,7.482128,9.973586,6.127674,blobs
0.6668621,1.5598963,8.400751,-8.208264,-9.460295,-9.224362,7.0393877,6.46664,6.70791,9.666368,5.887696,blobs
0.35645896,1.3805169,7.906383,-8.80824,-7.5431075,-9.05953,7.7706285,5.196534,8.700364,9.318941,5.656595,blobs
1.0453058,4.9060874,3.495998,0.6007327,-1.9084619,3.6771238,-1.1305236,7.891614,9.469442,-2.658413,5.317103,blobs
1.1916556,4.2288413,1.5522491,0.48688874,-2.301031,3.1838696,-0.61797136,7.785263,9.073081,-3.067331,6.291102,blobs
