Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,labels
-14,-14,-14,-2.3574867,-14,-5.5778384,-1.9149526,0.55581677,-2.7915866,-14,-0.051707618,-1.7651072,-14,-14,-14,-14,-2.9227378,-14,-14,-14,-14,-14,1.0012412,-1.9493291,-1.1356864,-14,-14,-1.9540827,-14,-14,-14,-14,-6.758866,-14,-14,-14,-14,-14,-14,-14,-14,-14,4SG
-1.5749049,-14,5.058571,1.2803091,-1.4625583,-0.7805527,1.630999,-14,-1.5386264,3.7071488,-2.6937582,-14,-14,-14,-14,-1.5591929,-0.8077003,-14,-14,-14,-14,-1.5084794,2.5117478,0.48323986,-1.739755,-4.5329366,1.1178911,-1.6010715,0.9090494,-4.891898,-14,-14,-2.1592789,0.9738495,-1.3153278,-2.8274908,-3.4332066,1.1832396,-2.9483995,-0.23825447,-14,-14,4SG
-2.3287544,-14,5.2119536,0.097045526,-2.3239384,-1.3826623,1.5241936,-14,-3.2452273,2.9770513,-8.93508,-4.0283785,-14,-14,-14,-14,-2.1055079,-14,-0.8020244,-14,-14,-1.3523911,1.6548612,-1.5168881,-1.348205,-4.4266887,0.049183413,-3.3579552,-1.3444457,-4.264241,-14,-14,-3.501871,0.9524834,-0.54538476,-1.8890585,-1.6491066,-2.5597472,-4.0317683,-3.1022797,-14,-14,4SG
-14,-14,-14,-4.1933103,-14,-5.636994,-0.35912177,-2.1798344,-4.1595316,-14,-2.2524545,-1.7357386,-14,-14,-14,-14,-14,-14,-3.2826629,-14,-14,-14,-0.831943,-1.315931,-1.2398083,-14,-14,-4.262083,-14,-14,-14,-14,-14,-14,-14,-6.0170307,-14,-14,-14,-14,-7.486341,-2.0793328,4SG
-2.845983,-14,5.7066145,0.6924888,-0.5291149,-0.93082494,1.2952718,-14,-2.8811405,3.770685,-3.8669937,-1.0095391,-14,-4.786747,-14,-14,-1.7777416,-14,-3.0041168,-14,-14,-1.6663043,2.2742887,0.39423394,-0.61892986,-5.4947524,0.1598293,-0.5241753,-0.2591955,-4.5762043,-14,-14,-3.812189,1.2000898,-2.1760182,-6.491547,-3.045931,0.55172527,0.3490735,-0.28576764,-14,-14,4SG
-3.6519556,-14,-14,-1.458877,-2.7770953,-2.6852794,-0.30563787,-1.667862,-2.3151023,2.5304034,-1.7539778,-4.876571,-14,-14,-14,-3.8518775,-0.33227473,-14,-2.4925487,-14,-14,-4.93526,1.2743989,-5.8425636,-3.0738354,-5.5405807,-3.2179086,-2.9681776,-0.941269,-14,-4.791156,-14,-4.9358077,-14,-14,-6.0456867,-14,-2.5965464,-1.0227314,0.8883448,-14,-3.6358688,4SG
-1.283112,-14,5.261456,0.18970826,-1.4365771,-1.8633506,2.063143,-2.485018,-1.5775789,2.77031,-0.19026455,-1.8733467,-14,-14,-14,-14,-0.07439312,-14,-2.0346973,-14,-14,-2.4227085,2.2325342,-0.16429605,0.04845961,-14,1.903121,-2.4972389,1.5047007,-14,-14,-14,-3.9407074,1.4207605,-1.5786387,-1.9402996,-2.403344,-1.2304457,-0.8345039,0.4110889,-14,-4.950366,4SG
-4.699669,-14,1.9788425,-1.0137397,-1.5694454,-2.0143,0.3156427,-0.7988043,-3.1050544,2.2967303,-0.33419773,-1.4348036,-14,-14,-14,-4.6137757,-2.631841,-14,-3.4501517,-14,-14,-4.2602634,1.0866506,-1.5180554,-1.9081813,-4.4574757,-2.9312608,-3.7200668,-0.66410637,-14,-3.9224215,-14,-6.462697,-1.5427701,-14,-4.288838,-14,-5.480958,-3.288458,-0.70948243,-5.009302,-14,4SG
-4.800378,-14,5.9486537,-0.16981608,-0.94924116,0.12562126,2.7296016,-14,-2.2324317,3.7363791,-2.0043318,-0.21560872,-14,-14,-14,-14,0.0184759,-14,-3.629743,-14,-14,-1.7562358,2.3143852,-2.1565473,-1.8785954,-5.406447,0.55322987,-2.5291038,-1.341911,-14,-14,-14,-5.242948,0.86504185,-14,-5.6455107,-14,-0.2533382,-1.4288085,-0.99599177,-14,-14,4SG
-3.2385392,-14,5.940278,-0.028908825,-4.2248764,0.14147194,3.2239091,-14,-2.6715436,4.1789455,-14,-14,-14,-14,-14,-2.2753162,-2.4607503,-14,-2.0559776,-14,-14,-1.6063037,2.4173727,-0.64206827,-0.8800779,-14,0.042523947,0.28939778,-0.44285184,-14,-14,-14,-3.6948924,1.4973803,-0.70184666,-3.8604517,-14,-1.5975131,-2.834156,-0.7892119,-14,-14,4SG
-3.0682375,-14,5.99683,-0.054975703,-1.4264932,0.30997944,3.504867,-14,-2.7886457,3.2459571,-14,-1.4997079,-14,-14,-14,-2.5938218,-14,-14,-2.024974,-14,-14,-0.69727033,3.0310233,0.040674765,-3.3969016,-14,-0.012836105,-1.9504471,-1.1704199,-14,-14,-14,-3.2380953,2.0142987,-1.4351698,-3.8720407,-14,-1.2900583,-0.88514185,-0.51092213,-14,-14,4SG
-3.2394974,-14,3.427214,0.18950404,-6.482593,-1.1248828,0.8615513,-2.0212436,-3.9291563,2.686906,-1.7534754,-3.1969898,-14,-14,-14,-14,-0.25833556,-14,-3.69229,-14,-6.45457,-3.112928,1.1567191,-2.7158628,-2.9480731,-4.9923525,0.24278376,-4.3902555,-1.272764,-14,-5.277171,-14,-5.357849,-0.4659046,-3.3678193,-7.733082,-4.350034,-1.7621953,-1.4058999,-1.1130171,-5.2531805,-5.4283204,4SG
-14,-14,-14,-4.9848638,-14,-14,-2.411099,0.18408427,-14,-14,-1.152104,-0.46598735,-14,-14,-14,-3.0512142,-14,-14,-14,-14,-14,-14,0.81579393,-1.8168,-2.3008206,-14,-14,-14,-14,-14,-14,-14,-14,-3.4847286,-14,-14,-14,-14,-14,-14,-14,-14,4SG
-3.9845243,-14,-14,0.6240491,-2.5669718,-3.0310938,0.3275313,0.08087149,-1.9543098,3.1314893,-2.4277053,-2.56618,-14,-14,-14,-14,0.73689896,-14,-14,-14,-14,-4.757996,1.4013323,-2.447676,-1.2149212,-4.2890806,-1.3114096,-14,-2.079873,-14,-14,-14,-6.0108614,-3.9177501,-14,-6.840032,-14,-1.3538849,-1.030696,1.1489017,-14,-14,4SG
-14,-14,-14,-1.047512,-14,-4.5730295,-0.27410078,-1.1253457,-2.6756535,-1.1131091,0.2843093,-1.3544277,-14,-14,-14,-14,-1.0176376,-14,-14,-14,-14,-14,-0.55426526,-3.6325395,-2.791634,-14,-14,-14,-14,-14,-14,-14,-7.0082994,-14,-14,-14,-14,-2.8389816,-3.8142624,-0.63870746,-4.2264743,-3.262593,4SG
-2.9846222,-14,4.3606353,0.06617393,-1.175132,-1.0196508,1.1483442,-2.6586058,-1.6263121,3.3019836,-1.3946531,-2.3811703,-14,-14,-14,-14,-1.5818361,-14,-3.1455266,-14,-14,-1.92921,0.96276236,-0.014085715,-1.3196573,-14,-0.2697259,0.31999916,0.37580732,-14,-14,-14,-4.079007,-0.34056515,-14,-14,-3.6556492,-1.6429051,-2.0458877,-1.545293,-4.899294,-14,4SG
-14,-14,-3.3101156,0.5000161,-2.3651898,-4.468202,0.11391895,-2.224968,-2.4673638,1.9549763,-0.64759576,-2.042412,-14,-14,-14,-14,-1.3134724,-14,-4.407999,-14,-14,-14,-0.10294779,-1.7144789,-2.082728,-14,-2.6196117,-14,-4.3167033,-14,-14,-14,-7.2077727,-2.3433402,-2.8056884,-14,-14,-3.9371731,-2.5575614,-1.9726123,-14,-4.6467476,4SG
-6.2115808,-14,-14,0.15871774,-3.0769393,-0.8448832,1.8130573,-4.5164604,-2.6076658,3.3779728,-14,-14,-14,-14,-14,-4.4951887,-1.5570965,-14,-14,-14,-14,-1.8679304,1.6934918,-0.7700596,-0.23669478,-3.5831652,-2.9395232,-2.876481,0.1297499,-5.084043,-14,-14,-3.9150872,0.92517596,0.5552904,-6.359595,-1.3635429,-1.4330182,-3.7199314,-2.6888905,-14,-14,4SG
-14,-14,-14,-4.11363,-14,-4.3445964,-1.6521224,-0.76499635,-3.3472168,-14,-1.1938436,-1.659194,-14,-14,-14,-14,-14,-14,-4.589046,-14,-14,-14,1.1543229,-0.918406,-1.7207538,-5.360275,-14,-14,-2.38103,-14,-4.901218,-14,-8.16353,-14,-14,-14,-14,-14,-14,-3.843796,-14,-5.3262763,4SG
-14,-14,-14,-14,-14,-5.893821,-1.5113977,-5.347262,-3.9901388,-14,-0.7694283,-1.8947816,-14,-14,-14,-14,-14,-14,-3.6417873,-14,-14,-14,-1.4042009,-3.7388475,-1.2873278,-14,-14,-14,-14,-14,-4.928511,-14,-14,-14,-14,-14,-14,-14,-14,-14,-5.2642326,-2.9227524,4SG
-5.0591645,-14,-6.0205007,0.8214642,-2.5938356,-1.3447913,1.5282928,-1.106437,-1.1597748,3.4574122,-3.3306289,-3.483904,-14,-14,-14,-3.2538154,-1.2305725,-14,-14,-14,-14,-14,1.9161696,-0.20372936,-1.4191221,-6.1137266,-2.7922273,-3.806299,-1.0347759,-14,-14,-14,-2.3679113,-14,-14,-14,-14,-3.1808078,-1.8834319,0.1530666,-14,-14,4SG
-14,-14,-14,-14,-14,-4.7648907,-2.0126824,-2.762121,-5.3625503,-1.2031991,-0.2212725,-3.3563683,-14,-14,-14,-14,-3.9848917,-14,-4.890186,-14,-5.584305,-14,-0.60825914,-6.605143,-2.6128728,-14,-4.225201,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-5.7575884,-3.5510118,-4.924551,-14,4SG
-14,-14,-4.3025136,-0.72362137,-14,-6.188147,0.77414256,-2.5796914,-3.1618564,2.3279328,-4.2056556,-3.0069678,-14,-14,-14,-14,-2.6339278,-14,-14,-14,-14,-14,0.869646,-2.7000406,-5.1257825,-14,-4.1546674,-14,-14,-14,-14,-14,-14,-3.5510294,-4.7140355,-7.412969,-14,-14,-2.1136982,0.67926645,-14,-4.775676,4SG
-2.6050897,-14,5.1989527,-0.15717411,-3.1752806,-1.109854,2.0967193,-4.1946545,-1.8042603,2.606999,0.5243021,-14,-14,-14,-14,-14,-1.6390438,-14,-14,-14,-14,-1.8501698,0.73010397,-0.7178568,-2.0178194,-14,-1.7392986,0.6723783,0.47471467,-4.8721447,-14,-14,-2.6264477,0.7690161,-1.6036164,-14,-14,-4.15687,-2.3256862,-0.7239606,-6.180259,-14,4SG
-3.4810195,-14,2.291486,-1.5778035,-14,-2.6787496,-1.4354936,0.8281258,-3.4927802,1.0665092,-2.3024356,-2.0882728,-14,-14,-14,-14,-1.2471324,-14,-3.3860016,-14,-14,-14,1.0886642,-1.2438751,-0.29202667,-3.894551,-14,-14,-2.7255244,-14,-14,-14,-7.7116756,-4.351088,-14,-14,-14,-14,-2.4291046,-1.1993269,-5.803468,-2.4611897,4SG
-14,-14,-7.6691403,-0.1698538,-14,-4.5113006,0.6870314,-0.15724257,-4.1963186,2.1343136,-0.7531649,-3.7422822,-14,-14,-14,-14,-0.03911712,-14,-14,-14,-14,-3.2385721,1.2195083,-1.9183257,0.11244145,-5.080024,-0.27810982,-14,-14,-14,-14,-14,-6.9098053,-14,-14,-14,-14,-3.5793624,-1.605811,0.08353974,-6.9069743,-2.7575963,4SG
-4.5727935,-14,-2.477251,0.91972977,-4.2654486,-4.7267103,-0.10567993,0.38603678,-2.606687,2.9841928,-0.39666104,-2.2496088,-14,-14,-14,-3.142679,-0.16955478,-14,-3.6147103,-14,-14,-14,1.5838888,-2.1668935,-1.4985266,-5.3341393,-14,-14,-0.2726292,-5.534679,-2.9027882,-14,-5.484365,-3.608941,-3.5328176,-5.070533,-14,-1.3930767,-1.4000463,1.0555339,-14,-14,4SG
-2.9146788,-14,2.423687,1.2665973,-3.0058975,-1.0865415,2.3269248,-1.9759568,-4.975427,2.4951186,0.27959612,-2.405201,-14,-14,-14,-2.5934546,-0.25249156,-14,-2.989543,-14,-5.443051,-14,0.15644568,-1.2085111,-1.0730218,-5.4704156,2.1890266,-4.2216916,-1.631134,-14,-14,-14,-5.7201176,-0.9639004,-2.2235935,-4.655984,-14,-3.0965905,-1.837472,-1.2536534,-8.079679,-3.9108303,4SG
-3.2738614,-14,-1.1970475,0.28916216,-14,-3.010718,1.0220045,-1.22822,-2.0906396,3.3038979,-2.3802073,-4.4053707,-14,-14,-14,-3.600355,-3.3686132,-14,-3.7008336,-14,-14,-3.7638717,1.3604215,-1.7711312,-2.3766541,-14,-3.1059349,-14,-0.38809884,-14,-5.8825064,-4.872628,-4.484275,-0.8389947,-2.2045782,-14,-14,-2.062267,-6.0263104,0.6541457,-14,-14,4SG
-14,-14,-14,-14,-14,-14,-0.303259,-2.5595663,-5.3126416,-3.348726,0.07945348,-0.46503907,-14,-14,-14,-3.8382826,-14,-14,-1.9633957,-14,-14,-14,0.8139021,-2.2623563,-0.6532201,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-5.4539504,-14,-4.2160616,-6.34031,-14,-7.0623837,-2.1791768,4SG
-3.4851665,-14,4.5007014,0.9541021,0.13808264,-0.2809382,2.0168173,-14,-1.6370378,3.9997332,-1.6783341,-1.1500019,-14,-14,-2.677259,-14,0.08386193,-14,-14,-14,-14,-2.8838115,1.5124547,-0.09235697,-14,-3.749096,-0.1327568,-14,-0.87021005,-14,-14,-14,-5.222209,-0.59357303,-14,-14,-14,-1.5178368,-1.5460001,-1.2920263,-14,-14,4SG
-5.0692124,-14,4.9876924,-0.022750976,-2.1730814,-0.8616714,1.5883939,-14,-2.7282703,3.6159341,-1.1382331,-1.5843691,-14,-14,-14,-14,-1.5293514,-14,-4.4036655,-14,-5.178758,-2.1556337,2.0392165,-1.4750904,-1.1333938,-14,0.115123056,-3.2381144,-0.4136382,-5.844243,-14,-14,-5.333984,0.20105137,-3.032078,-4.861382,-2.503548,-0.67200536,-1.9708929,-1.1620075,-5.937428,-14,4SG
-14,-14,-0.8800115,-0.43644622,-14,-3.9247468,1.3041058,-0.30673718,-2.5478022,2.4836037,-14,-1.7355,-14,-14,-14,-2.2053776,1.2920327,-14,-14,-14,-14,-14,2.9467583,-1.9583966,0.40068796,-2.277278,-14,-2.030714,-14,-14,-14,-14,-3.585568,-1.9495536,-14,-14,-14,-4.37874,-0.8945006,0.9509588,-6.752577,-14,4SG
-14,-4.8324356,-14,-4.024654,-14,-4.4635763,-1.389149,0.22359636,-3.9337883,-2.52553,-0.090383686,-2.6196473,-14,-14,-14,-14,-1.5743589,-14,-14,-14,-14,-4.7938595,1.4819481,-5.0389395,-1.5721068,-14,-14,-3.6952503,-2.7790003,-5.355551,-14,-14,-7.513251,-14,-14,-14,-14,-14,-14,-14,-7.46117,-14,4SG
-14,-14,-14,-4.03714,-14,-9.32112,0.38832852,-2.8873167,-3.6086965,-1.3625004,0.5925339,-1.3615577,-14,-14,-14,-14,-1.5969344,-14,-8.767909,-14,-14,-14,-0.17758802,-1.7770315,-1.350781,-14,-3.4403806,-14,-3.2907598,-14,-4.4883676,-14,-6.3669662,-14,-14,-14,-14,-14,-5.2229013,-3.3962767,-3.4374657,-3.2312107,4SG
-9.15209,-14,3.4729867,-0.21446244,-4.324007,-3.2577922,1.1302974,-0.7794904,-2.2709846,3.2772765,-2.3406894,-3.0731025,-14,-14,-14,-4.0037456,-0.5756008,-14,-3.155445,-14,-14,-4.1616178,1.7425339,-0.34082818,-1.5558897,-4.0653577,0.4233051,-5.587865,-14,-14,-14,-14,-5.383921,-0.079374135,-4.474477,-7.9897523,-5.0652986,-14,-2.070265,-0.0752218,-6.218436,-2.6475236,4SG
-3.6271605,-5.3200526,1.4421433,-0.77236986,-14,-1.6538347,1.0150353,-3.3699825,-2.6815627,3.2406924,-0.11165533,-2.9020426,-14,-14,-14,-14,-3.1867933,-14,-14,-14,-14,-5.6281366,0.83784235,-2.8232987,-1.1009375,-4.8789077,-1.5411029,-14,-14,-14,-14,-6.248259,-6.511908,-0.9564413,-14,-4.4939494,-14,-2.1268167,-3.0096323,-0.78349763,-8.338969,-3.6937828,4SG
-2.8495364,-14,1.8139377,1.0874655,-1.8018281,-1.0661553,2.2773077,-1.3634305,-2.3287559,4.5859647,0.51822853,-1.4615334,-14,-14,-14,-14,-0.58039284,-14,-2.1146245,-14,-3.3624005,-3.7346737,2.4215477,-2.2834077,-0.91940624,-4.7232966,0.98095286,-4.7160497,-0.21484008,-14,-3.9562929,-14,-4.0784483,0.5528883,-1.674716,-6.226664,-5.554143,-2.362734,-1.0144081,-1.406673,-6.7531166,-14,4SG
-4.5904565,-14,5.028533,-0.42416117,-1.4909382,-0.7404236,1.7848455,-14,-2.77238,3.012963,-0.98674583,-14,-14,-14,-14,-4.0017157,-1.8146967,-14,-1.8063271,-14,-14,-3.8048377,1.8922149,-0.5296495,-0.53129876,-6.7053504,-1.9347805,-4.5629406,-3.6765118,-14,-14,-14,-4.831922,1.9403449,-1.5074168,-14,-3.534588,-1.4564302,-1.0511702,-2.2494984,-8.6545925,-14,4SG
-5.493329,-14,-9.020647,-0.7549901,-3.7786012,-4.0461383,-0.27655935,-0.12832765,-2.1055353,2.572188,-0.5970539,-3.085583,-14,-14,-4.5413885,-3.9094977,-1.427518,-14,-4.3926034,-14,-14,-14,1.1683345,-6.7746353,-0.9452651,-4.2352376,-3.8075938,-4.446532,-2.0321398,-14,-14,-14,-3.632295,-14,-2.8208876,-6.0130734,-14,-2.5403721,-1.8338768,1.0248556,-8.567669,-14,4SG
-14,-14,-14,-14,-14,-5.158138,-1.5542376,-2.4196472,-5.2092066,-0.27458966,0.4650195,-2.303865,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-0.16072027,-2.8814,-0.8476631,-14,-14,-14,-14,-14,-14,-14,-14,-14,-5.20116,-14,-14,-3.892558,-6.059073,-14,-4.5534563,-6.132828,4SG
-5.181587,-14,3.321933,-0.2547783,-4.4993186,-0.884219,1.0637461,-4.5641274,-2.7312799,2.9303024,-2.1557152,-4.4787407,-14,-14,-14,-14,-1.3535701,-14,-14,-14,-14,-2.440362,1.6189575,0.5143563,-2.0727978,-5.1398816,-0.8356652,-4.8332915,-14,-14,-14,-14,-6.024335,0.5774927,-14,-5.082456,-14,-3.0597026,-0.99463296,0.024713608,-7.571399,-2.012981,4SG
-3.6303062,-14,4.3802104,0.25049058,-1.3710575,-0.57944745,2.2539916,-3.3273218,-2.7334673,4.2667036,-0.26084042,-1.2609417,-14,-14,-2.529688,-14,-1.6180471,-14,-14,-14,-14,-2.891872,2.1139195,-0.79519033,-0.7523015,-14,1.316032,-3.0766191,-0.23471323,-14,-14,-6.055215,-3.7476234,0.5361032,-2.730208,-3.1034496,-14,-4.824884,-2.230145,0.26259553,-14,-9.633493,4SG
-5.9077854,-14,-14,-14,-14,-14,0.48801202,-0.33484694,-3.3721414,1.4867022,-3.5777419,-1.6135694,-14,-14,-14,-14,-0.7232458,-14,-14,-14,-14,-14,1.7029057,-2.9958472,-4.7526965,-3.8587434,-14,-14,-14,-14,-14,-14,-8.683689,-14,-14,-14,-14,-14,-2.9395924,-0.62490124,-14,-14,4SG
-14,-14,2.4015584,-1.7401778,-14,-5.496322,1.7856605,-1.4698757,-2.7344105,1.750753,-0.06621076,-1.82823,-14,-14,-14,-14,-1.5815582,-14,-4.2460117,-14,-14,-14,1.0828902,0.15919071,-1.3888856,-6.6632776,-4.2276683,-14,-2.874084,-14,-14,-14,-8.52445,-4.3331857,-14,-4.106073,-14,-5.3996425,-2.615844,-0.67634684,-7.8263607,-2.5935147,4SG
-14,-14,-3.0667255,-2.2330132,-14,-4.2905855,0.25834206,0.45713258,-3.0296106,1.0902039,0.010313213,-1.0144812,-14,-4.681306,-14,-14,0.032721344,-14,-14,-14,-14,-14,1.5190356,-1.1288804,-3.9830556,-14,-14,-14,-14,-14,-14,-14,-7.7838163,-3.2983315,-14,-14,-14,-4.5442576,-1.7516516,0.93489426,-4.285204,-4.3699694,4SG
-14,0.47655946,-14,-3.6612334,-14,-14,-0.3272787,-14,-14,-14,-4.7405357,1.7173114,-14,-14,-2.731886,-14,-14,-14,-14,-14,-14,-14,-14,-2.7633774,-2.982382,-14,-14,-14,-14,-14,-14,-14,-14,-3.6949503,-14,-1.496649,-14,-14,-14,-14,-14,-1.8823695,4SG
-5.737783,-14,-14,-14,-14,-14,-0.6747329,-0.6536608,-3.1087935,-3.3962328,-0.9467986,-0.7811326,-14,-6.454835,-14,-4.10582,-14,-14,-14,-14,-14,-14,0.43051875,-0.9903231,-1.0412443,-14,-14,-14,-4.0901194,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-4.956211,-2.3842041,4SG
-3.3302991,-14,-14,-0.000642548,-14,-1.8897794,0.85821813,-2.7347963,-2.0425346,2.8919194,-0.08955852,-0.753643,-14,-14,-14,-14,-1.0235782,-14,-3.8741024,-14,-14,-14,1.507871,-1.670396,-1.3518752,-5.2177234,-2.3755283,-14,-14,-14,-14,-14,-5.0165095,-2.2405832,-14,-1.5666435,-14,-4.652917,-1.3380362,-1.0575202,-6.321324,-4.147078,4SG
-6.096904,-14,-14,-5.8058214,-14,-14,-1.3648877,-1.0326424,-4.8643413,-3.077295,0.5402331,-1.90872,-14,-14,-14,-14,-14,-14,-4.175128,-14,-14,-14,0.12121675,-3.264243,-2.9279099,-14,-14,-14,-14,-14,-14,-14,-14,-14,-4.9195623,-14,-14,-2.9172678,-14,-4.1522803,-4.7914104,-14,4SG
-14,-14,-14,-3.4865503,-14,-3.8153012,-1.0779039,-2.1699414,-3.2298727,0.22741914,-0.22816919,-2.3108227,-14,-14,-14,-14,-2.9081957,-14,-14,-14,-14,-4.9357767,-0.14839107,-1.5426782,-1.7773107,-14,-14,-4.035998,-14,-14,-14,-5.3000884,-4.93334,-5.523809,-14,-6.4591947,-14,-14,-2.5084453,-1.2511747,-5.4523335,-5.083901,4SG
-4.0710716,-14,3.192494,0.7814629,-1.8274608,-1.9299158,1.5627834,-3.99143,-1.5659622,3.5364554,-0.59872496,-2.125704,-14,-14,-14,-3.2301867,-2.2161875,-14,-14,-14,-14,-14,1.9560145,-1.7936333,-1.9733012,-14,-14,-4.9515986,-1.400198,-14,-3.9668856,-14,-4.5768733,-2.022066,-14,-6.4924517,-6.0551124,-1.6481298,-2.1278985,-0.409958,-14,-14,4SG
-14,-14,-14,-14,-14,-4.949603,-1.1469916,-14,-4.826807,-1.9968868,-0.0859236,-2.685209,-14,-14,-14,-14,-14,-14,-14,-14,-4.549978,-14,-0.74473464,-2.2623436,-0.73511165,-14,-14,-14,-2.943618,-14,-14,-14,-14,-14,-14,-5.8721232,-14,-4.9471107,-14,-14,-4.4624677,-4.2228446,4SG
-14,-14,-14,-5.212435,-14,-5.402673,-0.15383951,-2.155218,-3.865009,-0.21741076,-1.0872918,-1.0508156,-14,-14,-14,-4.2797575,-4.2008452,-14,-3.5741415,-14,-14,-14,1.2930759,-2.647401,-1.5663825,-7.0933337,-14,-14,-14,-14,-14,-14,-6.9456587,-14,-4.981792,-14,-14,-14,-2.89043,-0.22703113,-8.452536,-2.869337,4SG
-14,-4.3531775,-14,-3.1580048,-14,-4.2236586,-1.0948378,0.004123043,-2.8065841,-14,-1.3823442,-2.3954246,-14,-14,-14,-14,-0.7498239,-14,-14,-14,-14,-14,1.9518774,-3.673946,-0.38728613,-14,-14,-4.132086,-14,-14,-14,-14,-5.555858,-14,-14,-14,-14,-14,-14,-2.0130122,-14,-4.320437,4SG
-14,-14,-14,-5.2837453,-14,-14,-0.23885684,-1.4336499,-2.3152337,0.24203302,-0.32726038,-2.4957187,-14,-14,-14,-14,-1.3554503,-14,-4.0539374,-14,-14,-14,0.99303377,-2.0666237,-1.3511041,-14,-14,-14,-14,-14,-14,-14,-9.23237,-5.6841745,-14,-14,-14,-5.554159,-2.702734,-1.202146,-5.20843,-4.4250407,4SG
-14,-14,4.4982295,0.12873846,-1.6278493,-1.143052,1.322503,-4.590344,-2.184352,2.8841732,-2.5634534,-1.2122899,-14,-14,-4.3185925,-14,-2.0529802,-14,-2.3492813,-14,-14,-4.8401213,1.790217,-2.900098,-2.9443967,-14,-1.9552337,-14,-0.94820577,-14,-14,-14,-4.69855,0.64298457,-14,-5.1777163,-14,-1.6574585,-1.7464886,-0.48925844,-7.8806396,-14,4SG
-4.308093,-14,4.402834,0.64623857,-1.4249011,-0.44845942,1.5663419,-2.650962,-1.7140765,3.7360828,-1.9715791,-2.6221747,-14,-14,-14,-14,-0.16680986,-14,-2.6572707,-14,-14,-2.9160004,2.4853187,-0.5969478,0.04417109,-14,0.6728623,-0.91484094,0.7453386,-14,-4.1587806,-14,-6.1485133,0.32267004,-1.9582704,-3.7887938,-14,-0.9175491,-0.714823,0.31641743,-7.744007,-2.1514657,4SG
-14,-14,-14,-5.124496,-14,-14,-0.91889507,-0.4066742,-3.2166295,-2.8004847,-0.098424986,-1.3214924,-14,-14,-14,-14,-2.7019796,-14,-3.4493809,-14,-14,-14,1.0753424,-2.0563352,-0.9104414,-14,-14,-14,-14,-14,-14,-14,-14,-14,-4.228594,-14,-14,-14,-14,-0.99151087,-5.7693667,-3.6532254,4SG
-2.3977065,-14,4.077363,-0.4166894,-3.2750087,-0.7183942,0.8480458,-14,-2.251818,3.381224,-1.2482249,-2.2937634,-14,-14,-14,-3.467904,-1.9877768,-14,-2.2512937,-14,-14,-3.1942017,1.4502361,-1.456919,-1.7825648,-14,-2.3516219,-14,-0.6940493,-14,-14,-14,-5.320923,0.7669221,-14,-3.5290878,-14,-1.2821212,-1.181576,-2.336678,-14,-14,4SG
-14,-14,-7.84798,-0.85344183,-14,-6.1429935,0.7086274,-1.2446872,-2.5211165,1.3521174,-0.2054872,-4.415792,-14,-14,-14,-14,-0.19390813,-14,-2.9557528,-14,-5.084869,-14,1.3488477,-0.44346365,-1.4381435,-14,-2.1912453,-14,-14,-14,-14,-14,-4.8718963,-14,-14,-14,-14,-14,-1.6072397,-1.4090682,-14,-2.7520921,4SG
-5.4230804,-14,-1.5164167,-0.46580788,-2.8036458,-2.9802542,1.244602,-0.39004314,-1.5206178,3.3837354,-1.1419039,-1.8937961,-14,-14,-14,-3.7510226,0.38458562,-14,-4.097377,-14,-14,-14,2.8657417,-0.9803536,-1.1433058,-3.7576377,-1.9974228,-14,-0.46865997,-14,-3.114152,-14,-5.0605187,-14,-3.5991142,-14,-14,-2.1570857,-1.1016054,0.55687064,-14,-5.6808257,4SG
-4.7301307,-14,4.1298885,-0.18219429,-1.710333,-1.003269,1.7380387,-3.6269066,-3.2536178,3.493142,0.2574231,-2.485969,-14,-14,-14,-14,-2.8998547,-14,-2.5981677,-14,-14,-3.6546462,1.0148269,-1.0307945,-1.696899,-5.114453,-0.22270934,-3.394289,-0.5610534,-14,-14,-14,-4.4247737,-0.22292478,-14,-3.1492093,-14,-3.3429747,-2.8431268,-1.7888024,-6.6345377,-14,4SG
-14,-14,-1.4544772,-1.0401292,-14,-14,-1.6357148,-0.84432065,-4.4169865,1.2981602,-0.8692902,-2.987391,-14,-14,-14,-14,-2.226106,-14,-1.5104837,-14,-14,-14,1.4250371,-3.4659803,-2.6873324,-14,-14,-14,-4.729924,-14,-14,-14,-6.1935434,-1.8088733,-14,-5.6319556,-14,-14,-0.8652826,1.338829,-5.5512037,-4.1456146,4SG
